"speakerOptimality,wonkinessPrior,linkingBetaConcentration,softmaxWonky",posteriorProb
"0.1,0.41000000000000003,3.6666666666666665,1.01",0
"0.1,0.41000000000000003,3.3333333333333335,1.01",0
"0.1,0.41000000000000003,3,1.01",0
"0.1,0.41000000000000003,2.6666666666666665,1.01",0
"0.1,0.41000000000000003,2.3333333333333335,1.01",7.508702901542121e-282
"0.1,0.41000000000000003,2,1.01",2.435040053375662e-256
"0.1,0.41000000000000003,1.6666666666666667,1.01",5.793106474093473e-276
"0.1,0.41000000000000003,1.3333333333333333,1.01",0
"0.1,0.41000000000000003,1,1.01",0
"0.1,0.41000000000000003,0.6666666666666666,1.01",0
"0.1,0.41000000000000003,0.3333333333333333,1.01",0
"1.35,0.81,6.333333333333333,0.26",0
"1.35,0.81,6,0.26",0
"1.35,0.81,5.666666666666667,0.26",0
"1.35,0.81,5.333333333333333,0.26",0
"1.35,0.81,5,0.26",0
"1.35,0.81,4.666666666666667,0.26",0
"1.35,0.81,4.333333333333333,0.26",0
"1.35,0.81,4,0.26",0
"1.35,0.81,3.6666666666666665,0.26",0
"1.35,0.81,3.3333333333333335,0.26",0
"1.35,0.81,3,0.26",0
"1.35,0.81,2.6666666666666665,0.26",0
"1.35,0.81,2.3333333333333335,0.26",0
"1.35,0.81,2,0.26",0
"1.35,0.81,1.6666666666666667,0.26",0
"1.35,0.81,1.3333333333333333,0.26",0
"1.35,0.81,1,0.26",0
"1.35,0.81,0.6666666666666666,0.26",0
"1.35,0.81,0.3333333333333333,0.26",0
"1.35,0.81,6.333333333333333,0.51",0
"1.35,0.81,6,0.51",0
"1.35,0.81,5.666666666666667,0.51",0
"1.35,0.81,5.333333333333333,0.51",0
"1.35,0.81,5,0.51",0
"1.35,0.81,4.666666666666667,0.51",0
"1.35,0.81,4.333333333333333,0.51",0
"1.35,0.81,4,0.51",0
"1.35,0.81,3.6666666666666665,0.51",0
"1.35,0.81,3.3333333333333335,0.51",0
"1.35,0.81,3,0.51",0
"1.35,0.81,2.6666666666666665,0.51",0
"1.35,0.81,2.3333333333333335,0.51",0
"1.35,0.81,2,0.51",0
"1.35,0.81,1.6666666666666667,0.51",0
"1.35,0.81,1.3333333333333333,0.51",0
"1.35,0.81,1,0.51",0
"1.35,0.81,0.6666666666666666,0.51",0
"1.35,0.81,0.3333333333333333,0.51",0
"0.1,0.41000000000000003,6.333333333333333,1.26",0
"0.1,0.41000000000000003,6,1.26",0
"0.1,0.41000000000000003,5.666666666666667,1.26",0
"0.1,0.41000000000000003,5.333333333333333,1.26",0
"0.1,0.41000000000000003,5,1.26",0
"0.1,0.41000000000000003,4.666666666666667,1.26",0
"0.1,0.41000000000000003,4.333333333333333,1.26",0
"0.1,0.41000000000000003,4,1.26",0
"0.1,0.41000000000000003,3.6666666666666665,1.26",0
"0.1,0.41000000000000003,3.3333333333333335,1.26",0
"0.1,0.41000000000000003,3,1.26",0
"0.1,0.41000000000000003,2.6666666666666665,1.26",0
"0.1,0.41000000000000003,2.3333333333333335,1.26",0
"0.1,0.41000000000000003,2,1.26",9.39322401111653e-310
"0.1,0.41000000000000003,1.6666666666666667,1.26",0
"0.1,0.41000000000000003,1.3333333333333333,1.26",0
"0.1,0.41000000000000003,1,1.26",0
"0.1,0.41000000000000003,0.6666666666666666,1.26",0
"0.1,0.41000000000000003,0.3333333333333333,1.26",0
"1.1,0.81,6.333333333333333,4.01",0
"1.1,0.81,6,4.01",0
"1.1,0.81,5.666666666666667,4.01",0
"1.1,0.81,5.333333333333333,4.01",0
"1.1,0.81,5,4.01",0
"1.1,0.81,4.666666666666667,4.01",0
"1.1,0.81,4.333333333333333,4.01",0
"1.1,0.81,4,4.01",0
"1.1,0.81,3.6666666666666665,4.01",0
"1.1,0.81,3.3333333333333335,4.01",0
"1.1,0.81,3,4.01",0
"1.1,0.81,2.6666666666666665,4.01",0
"1.1,0.81,2.3333333333333335,4.01",0
"1.1,0.81,2,4.01",0
"1.1,0.81,1.6666666666666667,4.01",0
"1.1,0.81,1.3333333333333333,4.01",0
"1.1,0.81,1,4.01",0
"1.1,0.81,0.6666666666666666,4.01",0
"1.1,0.81,0.3333333333333333,4.01",0
"4.1,0.91,6.333333333333333,3.01",0
"4.1,0.91,6,3.01",0
"4.1,0.91,5.666666666666667,3.01",0
"4.1,0.91,5.333333333333333,3.01",0
"4.1,0.91,5,3.01",0
"4.1,0.91,4.666666666666667,3.01",0
"4.1,0.91,4.333333333333333,3.01",0
"4.1,0.91,4,3.01",0
"4.1,0.91,3.6666666666666665,3.01",0
"4.1,0.91,3.3333333333333335,3.01",0
"4.1,0.91,3,3.01",0
"4.1,0.91,2.6666666666666665,3.01",0
"4.1,0.91,2.3333333333333335,3.01",0
"4.1,0.91,2,3.01",0
"4.1,0.91,1.6666666666666667,3.01",0
"4.1,0.91,1.3333333333333333,3.01",0
"4.1,0.91,1,3.01",0
"4.1,0.91,0.6666666666666666,3.01",0
"4.1,0.91,0.3333333333333333,3.01",0
"1.35,0.81,6.333333333333333,0.76",0
"1.35,0.81,6,0.76",0
"1.35,0.81,5.666666666666667,0.76",0
"1.35,0.81,5.333333333333333,0.76",0
"1.35,0.81,5,0.76",0
"1.35,0.81,4.666666666666667,0.76",0
"1.35,0.81,4.333333333333333,0.76",0
"1.35,0.81,4,0.76",0
"1.35,0.81,3.6666666666666665,0.76",0
"1.35,0.81,3.3333333333333335,0.76",0
"1.35,0.81,3,0.76",0
"1.35,0.81,2.6666666666666665,0.76",0
"1.35,0.81,2.3333333333333335,0.76",0
"1.35,0.81,2,0.76",0
"1.35,0.81,1.6666666666666667,0.76",0
"1.35,0.81,1.3333333333333333,0.76",0
"1.35,0.81,1,0.76",0
"1.35,0.81,0.6666666666666666,0.76",0
"1.35,0.81,0.3333333333333333,0.76",0
"1.35,0.81,6.333333333333333,1.01",0
"1.35,0.81,6,1.01",0
"1.35,0.81,5.666666666666667,1.01",0
"1.35,0.81,5.333333333333333,1.01",0
"1.35,0.81,5,1.01",0
"1.35,0.81,4.666666666666667,1.01",0
"1.35,0.81,4.333333333333333,1.01",0
"1.35,0.81,4,1.01",0
"1.35,0.81,3.6666666666666665,1.01",0
"1.35,0.81,3.3333333333333335,1.01",0
"1.35,0.81,3,1.01",0
"1.35,0.81,2.6666666666666665,1.01",0
"1.35,0.81,2.3333333333333335,1.01",0
"1.35,0.81,2,1.01",0
"1.35,0.81,1.6666666666666667,1.01",0
"1.35,0.81,1.3333333333333333,1.01",0
"1.35,0.81,1,1.01",0
"1.35,0.81,0.6666666666666666,1.01",0
"1.35,0.81,0.3333333333333333,1.01",0
"0.1,0.41000000000000003,6.333333333333333,1.51",0
"0.1,0.41000000000000003,6,1.51",0
"0.1,0.41000000000000003,5.666666666666667,1.51",0
"0.1,0.41000000000000003,5.333333333333333,1.51",0
"0.1,0.41000000000000003,5,1.51",0
"0.1,0.41000000000000003,4.666666666666667,1.51",0
"0.1,0.41000000000000003,4.333333333333333,1.51",0
"0.1,0.41000000000000003,4,1.51",0
"0.1,0.41000000000000003,3.6666666666666665,1.51",0
"0.1,0.41000000000000003,3.3333333333333335,1.51",0
"0.1,0.41000000000000003,3,1.51",0
"0.1,0.41000000000000003,2.6666666666666665,1.51",0
"0.1,0.41000000000000003,2.3333333333333335,1.51",0
"0.1,0.41000000000000003,2,1.51",0
"0.1,0.41000000000000003,1.6666666666666667,1.51",0
"0.1,0.41000000000000003,1.3333333333333333,1.51",0
"0.1,0.41000000000000003,1,1.51",0
"0.1,0.41000000000000003,0.6666666666666666,1.51",0
"0.1,0.41000000000000003,0.3333333333333333,1.51",0
"1.35,0.81,6.333333333333333,1.26",0
"1.35,0.81,6,1.26",0
"1.35,0.81,5.666666666666667,1.26",0
"1.35,0.81,5.333333333333333,1.26",0
"1.35,0.81,5,1.26",0
"1.35,0.81,4.666666666666667,1.26",0
"1.35,0.81,4.333333333333333,1.26",0
"1.35,0.81,4,1.26",0
"1.35,0.81,3.6666666666666665,1.26",0
"1.35,0.81,3.3333333333333335,1.26",0
"1.35,0.81,3,1.26",0
"1.35,0.81,2.6666666666666665,1.26",0
"1.35,0.81,2.3333333333333335,1.26",0
"1.35,0.81,2,1.26",0
"1.35,0.81,1.6666666666666667,1.26",0
"1.35,0.81,1.3333333333333333,1.26",0
"1.35,0.81,1,1.26",0
"1.35,0.81,0.6666666666666666,1.26",0
"1.35,0.81,0.3333333333333333,1.26",0
"1.35,0.81,6.333333333333333,1.51",0
"1.35,0.81,6,1.51",0
"1.35,0.81,5.666666666666667,1.51",0
"1.35,0.81,5.333333333333333,1.51",0
"1.35,0.81,5,1.51",0
"1.35,0.81,4.666666666666667,1.51",0
"1.35,0.81,4.333333333333333,1.51",0
"1.35,0.81,4,1.51",0
"1.35,0.81,3.6666666666666665,1.51",0
"1.35,0.81,3.3333333333333335,1.51",0
"1.35,0.81,3,1.51",0
"1.35,0.81,2.6666666666666665,1.51",0
"1.35,0.81,2.3333333333333335,1.51",0
"1.35,0.81,2,1.51",0
"1.35,0.81,1.6666666666666667,1.51",0
"1.35,0.81,1.3333333333333333,1.51",0
"1.35,0.81,1,1.51",0
"1.35,0.81,0.6666666666666666,1.51",0
"1.35,0.81,0.3333333333333333,1.51",0
"0.1,0.41000000000000003,6.333333333333333,1.76",0
"0.1,0.41000000000000003,6,1.76",0
"0.1,0.41000000000000003,5.666666666666667,1.76",0
"0.1,0.41000000000000003,5.333333333333333,1.76",0
"0.1,0.41000000000000003,5,1.76",0
"0.1,0.41000000000000003,4.666666666666667,1.76",0
"0.1,0.41000000000000003,4.333333333333333,1.76",0
"0.1,0.41000000000000003,4,1.76",0
"0.1,0.41000000000000003,3.6666666666666665,1.76",0
"0.1,0.41000000000000003,3.3333333333333335,1.76",0
"0.1,0.41000000000000003,3,1.76",0
"0.1,0.41000000000000003,2.6666666666666665,1.76",0
"0.1,0.41000000000000003,2.3333333333333335,1.76",0
"0.1,0.41000000000000003,2,1.76",0
"0.1,0.41000000000000003,1.6666666666666667,1.76",0
"0.1,0.41000000000000003,1.3333333333333333,1.76",0
"0.1,0.41000000000000003,1,1.76",0
"0.1,0.41000000000000003,0.6666666666666666,1.76",0
"0.1,0.41000000000000003,0.3333333333333333,1.76",0
"1.1,0.81,6.333333333333333,4.26",0
"1.1,0.81,6,4.26",0
"1.1,0.81,5.666666666666667,4.26",0
"1.1,0.81,5.333333333333333,4.26",0
"1.1,0.81,5,4.26",0
"1.1,0.81,4.666666666666667,4.26",0
"1.1,0.81,4.333333333333333,4.26",0
"1.1,0.81,4,4.26",0
"1.1,0.81,3.6666666666666665,4.26",0
"1.1,0.81,3.3333333333333335,4.26",0
"1.1,0.81,3,4.26",0
"1.1,0.81,2.6666666666666665,4.26",0
"1.1,0.81,2.3333333333333335,4.26",0
"1.1,0.81,2,4.26",0
"1.1,0.81,1.6666666666666667,4.26",0
"1.1,0.81,1.3333333333333333,4.26",0
"1.1,0.81,1,4.26",0
"1.1,0.81,0.6666666666666666,4.26",0
"1.1,0.81,0.3333333333333333,4.26",0
"1.35,0.81,6.333333333333333,1.76",0
"1.35,0.81,6,1.76",0
"1.35,0.81,5.666666666666667,1.76",0
"1.35,0.81,5.333333333333333,1.76",0
"1.35,0.81,5,1.76",0
"1.35,0.81,4.666666666666667,1.76",0
"1.35,0.81,4.333333333333333,1.76",0
"1.35,0.81,4,1.76",0
"1.35,0.81,3.6666666666666665,1.76",0
"1.35,0.81,3.3333333333333335,1.76",0
"1.35,0.81,3,1.76",0
"1.35,0.81,2.6666666666666665,1.76",0
"1.35,0.81,2.3333333333333335,1.76",0
"1.35,0.81,2,1.76",0
"1.35,0.81,1.6666666666666667,1.76",0
"1.35,0.81,1.3333333333333333,1.76",0
"1.35,0.81,1,1.76",0
"1.35,0.81,0.6666666666666666,1.76",0
"1.35,0.81,0.3333333333333333,1.76",0
"1.35,0.81,6.333333333333333,2.01",0
"1.35,0.81,6,2.01",0
"1.35,0.81,5.666666666666667,2.01",0
"1.35,0.81,5.333333333333333,2.01",0
"1.35,0.81,5,2.01",0
"1.35,0.81,4.666666666666667,2.01",0
"1.35,0.81,4.333333333333333,2.01",0
"1.35,0.81,4,2.01",0
"1.35,0.81,3.6666666666666665,2.01",0
"1.35,0.81,3.3333333333333335,2.01",0
"1.35,0.81,3,2.01",0
"1.35,0.81,2.6666666666666665,2.01",0
"1.35,0.81,2.3333333333333335,2.01",0
"1.35,0.81,2,2.01",0
"1.35,0.81,1.6666666666666667,2.01",0
"1.35,0.81,1.3333333333333333,2.01",0
"1.35,0.81,1,2.01",0
"1.35,0.81,0.6666666666666666,2.01",0
"1.35,0.81,0.3333333333333333,2.01",0
"0.1,0.41000000000000003,6.333333333333333,2.01",0
"0.1,0.41000000000000003,6,2.01",0
"0.1,0.41000000000000003,5.666666666666667,2.01",0
"0.1,0.41000000000000003,5.333333333333333,2.01",0
"0.1,0.41000000000000003,5,2.01",0
"0.1,0.41000000000000003,4.666666666666667,2.01",0
"0.1,0.41000000000000003,4.333333333333333,2.01",0
"0.1,0.41000000000000003,4,2.01",0
"0.1,0.41000000000000003,3.6666666666666665,2.01",0
"0.1,0.41000000000000003,3.3333333333333335,2.01",0
"0.1,0.41000000000000003,3,2.01",0
"0.1,0.41000000000000003,2.6666666666666665,2.01",0
"0.1,0.41000000000000003,2.3333333333333335,2.01",0
"0.1,0.41000000000000003,2,2.01",0
"0.1,0.41000000000000003,1.6666666666666667,2.01",0
"0.1,0.41000000000000003,1.3333333333333333,2.01",0
"0.1,0.41000000000000003,1,2.01",0
"0.1,0.41000000000000003,0.6666666666666666,2.01",0
"0.1,0.41000000000000003,0.3333333333333333,2.01",0
"1.35,0.81,6.333333333333333,2.26",0
"1.35,0.81,6,2.26",0
"1.35,0.81,5.666666666666667,2.26",0
"1.35,0.81,5.333333333333333,2.26",0
"1.35,0.81,5,2.26",0
"1.35,0.81,4.666666666666667,2.26",0
"1.35,0.81,4.333333333333333,2.26",0
"1.35,0.81,4,2.26",0
"1.35,0.81,3.6666666666666665,2.26",0
"1.35,0.81,3.3333333333333335,2.26",0
"1.35,0.81,3,2.26",0
"1.35,0.81,2.6666666666666665,2.26",0
"1.35,0.81,2.3333333333333335,2.26",0
"1.35,0.81,2,2.26",0
"1.35,0.81,1.6666666666666667,2.26",0
"1.35,0.81,1.3333333333333333,2.26",0
"1.35,0.81,1,2.26",0
"1.35,0.81,0.6666666666666666,2.26",0
"1.35,0.81,0.3333333333333333,2.26",0
"1.6,0.21000000000000002,6.333333333333333,4.76",0
"1.6,0.21000000000000002,6,4.76",0
"1.6,0.21000000000000002,5.666666666666667,4.76",0
"1.6,0.21000000000000002,5.333333333333333,4.76",0
"1.6,0.21000000000000002,5,4.76",0
"1.6,0.21000000000000002,4.666666666666667,4.76",0
"1.6,0.21000000000000002,4.333333333333333,4.76",0
"1.6,0.21000000000000002,4,4.76",0
"1.6,0.21000000000000002,3.6666666666666665,4.76",0
"1.6,0.21000000000000002,3.3333333333333335,4.76",0
"1.6,0.21000000000000002,3,4.76",0
"1.6,0.21000000000000002,2.6666666666666665,4.76",0
"1.6,0.21000000000000002,2.3333333333333335,4.76",0
"1.6,0.21000000000000002,2,4.76",0
"1.6,0.21000000000000002,1.6666666666666667,4.76",0
"1.6,0.21000000000000002,1.3333333333333333,4.76",0
"1.6,0.21000000000000002,1,4.76",0
"1.6,0.21000000000000002,0.6666666666666666,4.76",0
"1.6,0.21000000000000002,0.3333333333333333,4.76",0
"1.35,0.81,6.333333333333333,2.51",0
"1.35,0.81,6,2.51",0
"1.35,0.81,5.666666666666667,2.51",0
"1.35,0.81,5.333333333333333,2.51",0
"1.35,0.81,5,2.51",0
"1.35,0.81,4.666666666666667,2.51",0
"1.35,0.81,4.333333333333333,2.51",0
"1.35,0.81,4,2.51",0
"1.35,0.81,3.6666666666666665,2.51",0
"1.35,0.81,3.3333333333333335,2.51",0
"1.35,0.81,3,2.51",0
"1.35,0.81,2.6666666666666665,2.51",0
"1.35,0.81,2.3333333333333335,2.51",0
"1.35,0.81,2,2.51",0
"1.35,0.81,1.6666666666666667,2.51",0
"1.35,0.81,1.3333333333333333,2.51",0
"1.35,0.81,1,2.51",0
"1.35,0.81,0.6666666666666666,2.51",0
"1.35,0.81,0.3333333333333333,2.51",0
"4.35,0.21000000000000002,6.333333333333333,4.76",0
"4.35,0.21000000000000002,6,4.76",0
"4.35,0.21000000000000002,5.666666666666667,4.76",0
"4.35,0.21000000000000002,5.333333333333333,4.76",0
"4.35,0.21000000000000002,5,4.76",0
"4.35,0.21000000000000002,4.666666666666667,4.76",0
"4.35,0.21000000000000002,4.333333333333333,4.76",0
"4.35,0.21000000000000002,4,4.76",0
"4.35,0.21000000000000002,3.6666666666666665,4.76",0
"4.35,0.21000000000000002,3.3333333333333335,4.76",0
"4.35,0.21000000000000002,3,4.76",0
"4.35,0.21000000000000002,2.6666666666666665,4.76",0
"4.35,0.21000000000000002,2.3333333333333335,4.76",0
"4.35,0.21000000000000002,2,4.76",0
"4.35,0.21000000000000002,1.6666666666666667,4.76",0
"4.35,0.21000000000000002,1.3333333333333333,4.76",0
"4.35,0.21000000000000002,1,4.76",0
"4.35,0.21000000000000002,0.6666666666666666,4.76",0
"4.35,0.21000000000000002,0.3333333333333333,4.76",0
"3.1,0.01,6.333333333333333,4.76",0
"3.1,0.01,6,4.76",0
"3.1,0.01,5.666666666666667,4.76",0
"3.1,0.01,5.333333333333333,4.76",0
"3.1,0.01,5,4.76",0
"3.1,0.01,4.666666666666667,4.76",0
"3.1,0.01,4.333333333333333,4.76",0
"3.1,0.01,4,4.76",0
"3.1,0.01,3.6666666666666665,4.76",0
"3.1,0.01,3.3333333333333335,4.76",0
"3.1,0.01,3,4.76",0
"3.1,0.01,2.6666666666666665,4.76",0
"3.1,0.01,2.3333333333333335,4.76",0
"3.1,0.01,2,4.76",0
"3.1,0.01,1.6666666666666667,4.76",0
"3.1,0.01,1.3333333333333333,4.76",0
"3.1,0.01,1,4.76",0
"3.1,0.01,0.6666666666666666,4.76",0
"3.1,0.01,0.3333333333333333,4.76",0
"0.1,0.41000000000000003,6.333333333333333,2.26",0
"0.1,0.41000000000000003,6,2.26",0
"0.1,0.41000000000000003,5.666666666666667,2.26",0
"0.1,0.41000000000000003,5.333333333333333,2.26",0
"0.1,0.41000000000000003,5,2.26",0
"0.1,0.41000000000000003,4.666666666666667,2.26",0
"0.1,0.41000000000000003,4.333333333333333,2.26",0
"0.1,0.41000000000000003,4,2.26",0
"0.1,0.41000000000000003,3.6666666666666665,2.26",0
"0.1,0.41000000000000003,3.3333333333333335,2.26",0
"0.1,0.41000000000000003,3,2.26",0
"0.1,0.41000000000000003,2.6666666666666665,2.26",0
"0.1,0.41000000000000003,2.3333333333333335,2.26",0
"0.1,0.41000000000000003,2,2.26",0
"0.1,0.41000000000000003,1.6666666666666667,2.26",0
"0.1,0.41000000000000003,1.3333333333333333,2.26",0
"0.1,0.41000000000000003,1,2.26",0
"0.1,0.41000000000000003,0.6666666666666666,2.26",0
"0.1,0.41000000000000003,0.3333333333333333,2.26",0
"1.1,0.81,6.333333333333333,4.51",0
"1.1,0.81,6,4.51",0
"1.1,0.81,5.666666666666667,4.51",0
"1.1,0.81,5.333333333333333,4.51",0
"1.1,0.81,5,4.51",0
"1.1,0.81,4.666666666666667,4.51",0
"1.1,0.81,4.333333333333333,4.51",0
"1.1,0.81,4,4.51",0
"1.1,0.81,3.6666666666666665,4.51",0
"1.1,0.81,3.3333333333333335,4.51",0
"1.1,0.81,3,4.51",0
"1.1,0.81,2.6666666666666665,4.51",0
"1.1,0.81,2.3333333333333335,4.51",0
"1.1,0.81,2,4.51",0
"1.1,0.81,1.6666666666666667,4.51",0
"1.1,0.81,1.3333333333333333,4.51",0
"1.1,0.81,1,4.51",0
"1.1,0.81,0.6666666666666666,4.51",0
"1.1,0.81,0.3333333333333333,4.51",0
"4.1,0.91,6.333333333333333,3.26",0
"4.1,0.91,6,3.26",0
"4.1,0.91,5.666666666666667,3.26",0
"4.1,0.91,5.333333333333333,3.26",0
"4.1,0.91,5,3.26",0
"4.1,0.91,4.666666666666667,3.26",0
"4.1,0.91,4.333333333333333,3.26",0
"4.1,0.91,4,3.26",0
"4.1,0.91,3.6666666666666665,3.26",0
"4.1,0.91,3.3333333333333335,3.26",0
"4.1,0.91,3,3.26",0
"4.1,0.91,2.6666666666666665,3.26",0
"4.1,0.91,2.3333333333333335,3.26",0
"4.1,0.91,2,3.26",0
"4.1,0.91,1.6666666666666667,3.26",0
"4.1,0.91,1.3333333333333333,3.26",0
"4.1,0.91,1,3.26",0
"4.1,0.91,0.6666666666666666,3.26",0
"4.1,0.91,0.3333333333333333,3.26",0
"1.35,0.81,6.333333333333333,2.76",0
"1.35,0.81,6,2.76",0
"1.35,0.81,5.666666666666667,2.76",0
"1.35,0.81,5.333333333333333,2.76",0
"1.35,0.81,5,2.76",0
"1.35,0.81,4.666666666666667,2.76",0
"1.35,0.81,4.333333333333333,2.76",0
"1.35,0.81,4,2.76",0
"1.35,0.81,3.6666666666666665,2.76",0
"1.35,0.81,3.3333333333333335,2.76",0
"1.35,0.81,3,2.76",0
"1.35,0.81,2.6666666666666665,2.76",0
"1.35,0.81,2.3333333333333335,2.76",0
"1.35,0.81,2,2.76",0
"1.35,0.81,1.6666666666666667,2.76",0
"1.35,0.81,1.3333333333333333,2.76",0
"1.35,0.81,1,2.76",0
"1.35,0.81,0.6666666666666666,2.76",0
"1.35,0.81,0.3333333333333333,2.76",0
"1.35,0.81,6.333333333333333,3.01",0
"1.35,0.81,6,3.01",0
"1.35,0.81,5.666666666666667,3.01",0
"1.35,0.81,5.333333333333333,3.01",0
"1.35,0.81,5,3.01",0
"1.35,0.81,4.666666666666667,3.01",0
"1.35,0.81,4.333333333333333,3.01",0
"1.35,0.81,4,3.01",0
"1.35,0.81,3.6666666666666665,3.01",0
"1.35,0.81,3.3333333333333335,3.01",0
"1.35,0.81,3,3.01",0
"1.35,0.81,2.6666666666666665,3.01",0
"1.35,0.81,2.3333333333333335,3.01",0
"1.35,0.81,2,3.01",0
"1.35,0.81,1.6666666666666667,3.01",0
"1.35,0.81,1.3333333333333333,3.01",0
"1.35,0.81,1,3.01",0
"1.35,0.81,0.6666666666666666,3.01",0
"1.35,0.81,0.3333333333333333,3.01",0
"0.1,0.41000000000000003,6.333333333333333,2.51",0
"0.1,0.41000000000000003,6,2.51",0
"0.1,0.41000000000000003,5.666666666666667,2.51",0
"0.1,0.41000000000000003,5.333333333333333,2.51",0
"0.1,0.41000000000000003,5,2.51",0
"0.1,0.41000000000000003,4.666666666666667,2.51",0
"0.1,0.41000000000000003,4.333333333333333,2.51",0
"0.1,0.41000000000000003,4,2.51",0
"0.1,0.41000000000000003,3.6666666666666665,2.51",0
"0.1,0.41000000000000003,3.3333333333333335,2.51",0
"0.1,0.41000000000000003,3,2.51",0
"0.1,0.41000000000000003,2.6666666666666665,2.51",0
"0.1,0.41000000000000003,2.3333333333333335,2.51",0
"0.1,0.41000000000000003,2,2.51",0
"0.1,0.41000000000000003,1.6666666666666667,2.51",0
"0.1,0.41000000000000003,1.3333333333333333,2.51",0
"0.1,0.41000000000000003,1,2.51",0
"0.1,0.41000000000000003,0.6666666666666666,2.51",0
"0.1,0.41000000000000003,0.3333333333333333,2.51",0
"1.35,0.81,6.333333333333333,3.26",0
"1.35,0.81,6,3.26",0
"1.35,0.81,5.666666666666667,3.26",0
"1.35,0.81,5.333333333333333,3.26",0
"1.35,0.81,5,3.26",0
"1.35,0.81,4.666666666666667,3.26",0
"1.35,0.81,4.333333333333333,3.26",0
"1.35,0.81,4,3.26",0
"1.35,0.81,3.6666666666666665,3.26",0
"1.35,0.81,3.3333333333333335,3.26",0
"1.35,0.81,3,3.26",0
"1.35,0.81,2.6666666666666665,3.26",0
"1.35,0.81,2.3333333333333335,3.26",0
"1.35,0.81,2,3.26",0
"1.35,0.81,1.6666666666666667,3.26",0
"1.35,0.81,1.3333333333333333,3.26",0
"1.35,0.81,1,3.26",0
"1.35,0.81,0.6666666666666666,3.26",0
"1.35,0.81,0.3333333333333333,3.26",0
"1.35,0.81,6.333333333333333,3.51",0
"1.35,0.81,6,3.51",0
"1.35,0.81,5.666666666666667,3.51",0
"1.35,0.81,5.333333333333333,3.51",0
"1.35,0.81,5,3.51",0
"1.35,0.81,4.666666666666667,3.51",0
"1.35,0.81,4.333333333333333,3.51",0
"1.35,0.81,4,3.51",0
"1.35,0.81,3.6666666666666665,3.51",0
"1.35,0.81,3.3333333333333335,3.51",0
"1.35,0.81,3,3.51",0
"1.35,0.81,2.6666666666666665,3.51",0
"1.35,0.81,2.3333333333333335,3.51",0
"1.35,0.81,2,3.51",0
"1.35,0.81,1.6666666666666667,3.51",0
"1.35,0.81,1.3333333333333333,3.51",0
"1.35,0.81,1,3.51",0
"1.35,0.81,0.6666666666666666,3.51",0
"1.35,0.81,0.3333333333333333,3.51",0
"0.1,0.41000000000000003,6.333333333333333,2.76",0
"0.1,0.41000000000000003,6,2.76",0
"0.1,0.41000000000000003,5.666666666666667,2.76",0
"0.1,0.41000000000000003,5.333333333333333,2.76",0
"0.1,0.41000000000000003,5,2.76",0
"0.1,0.41000000000000003,4.666666666666667,2.76",0
"0.1,0.41000000000000003,4.333333333333333,2.76",0
"0.1,0.41000000000000003,4,2.76",0
"0.1,0.41000000000000003,3.6666666666666665,2.76",0
"0.1,0.41000000000000003,3.3333333333333335,2.76",0
"0.1,0.41000000000000003,3,2.76",0
"0.1,0.41000000000000003,2.6666666666666665,2.76",0
